,date,num_basket_objects,object_iterator,object_name,Y1,X1,Y2,X2,gaze_x,gaze_y,t_start,t_select,t_close,t_completion,NOSC,NGSC,NAC,TTA,TTG,OST,TTT,success,prosthetic_err,obj_select_err,grasp_config_err,aperture_err
151,06_01_2021_18_30_47,3,1,Shoes,95,218,174,321,307,-43,1622586918338,1622586923466,1622586928270,1622586933286,0,0,0,4804,9932,5128,14948,False,True,False,False,False
152,06_01_2021_18_30_47,3,2,Towel,62,151,265,338,-1,-188,1622586944650,1622586957459,1622586961421,1622586964387,1,0,0,3962,16771,12809,19737,True,False,False,True,False
153,06_02_2021_15_32_42,4,0,glass case,24,152,93,309,427,81,1622662686589,1622662691100,1622662695840,1622662699105,0,0,0,4740,9251,4511,12516,True,False,False,False,False
154,06_02_2021_15_32_42,4,1,cigar,176,192,198,248,66,-98,1622662704673,1622662708401,1622662712848,1622662716207,0,0,0,4447,8175,3728,11534,True,False,False,False,False
155,06_02_2021_15_32_42,4,2,mango,159,237,230,349,45,-112,1622662723919,1622662728260,1622662731556,1622662734444,0,0,0,3296,7637,4341,10525,True,False,False,False,False
156,06_02_2021_15_32_42,4,3,airpods,99,163,147,211,61,-220,1622662744960,1622662746796,1622662751821,1622662763510,0,0,0,5025,6861,1836,18550,False,True,False,False,False
157,06_02_2021_15_59_32,3,0,screw driver,102,116,160,161,427,117,1622664250249,1622664259771,1622664266572,1622664278025,0,0,1,6801,16323,9522,27776,True,False,False,True,False
158,06_02_2021_15_59_32,3,1,Coffee cup - UR,179,229,267,264,118,-105,1622664291339,1622664299856,1622664304055,1622664307189,0,0,0,4199,12716,8517,15850,True,False,False,False,False
159,06_02_2021_15_59_32,3,2,Mugs - RDM,7,147,121,259,54,-167,1622664314913,1622664318391,1622664322628,1622664327590,0,0,0,4237,7715,3478,12677,False,True,False,True,False
160,06_01_2021_16_43_45,4,0,tape,101,217,195,311,476,-384,1622580740582,1622580743856,1622580754803,1622580760735,0,0,0,10947,14221,3274,20153,True,False,False,False,True
161,06_01_2021_16_43_45,4,1,mango,173,306,252,384,72,-198,1622580772637,1622580776487,1622580782046,1622580793466,0,0,1,5559,9409,3850,20829,True,False,False,False,True
162,06_01_2021_16_43_45,4,2,Speakers,204,159,298,245,51,-196,1622580804184,1622580806701,1622580812302,1622580816149,0,0,0,5601,8118,2517,11965,True,False,False,False,False
163,06_01_2021_16_43_45,4,3,Mugs - RDM,108,137,240,227,43,-135,1622580821565,1622580823632,1622580830952,1622580834670,0,0,0,7320,9387,2067,13105,True,False,False,False,False
164,06_01_2021_18_30_47,5,0,clamps,124,110,189,179,-13,-97,1622587016699,1622587045165,1622587049331,1622587057188,1,0,1,4166,32632,28466,40489,True,False,False,True,False
165,06_01_2021_18_30_47,5,1,Flash light,83,297,211,347,7,-211,1622587098137,1622587107653,1622587112920,1622587117136,0,0,0,5267,14783,9516,18999,True,False,False,False,False
166,06_01_2021_18_30_47,5,2,Coffee cup - UR,12,249,128,338,-33,-152,1622587123752,1622587132835,1622587136337,1622587139905,1,0,0,3502,12585,9083,16153,True,False,True,False,False
167,06_01_2021_18_30_47,5,3,pump,240,139,308,292,-49,26,1622587149859,1622587153050,1622587156089,1622587158588,0,0,0,3039,6230,3191,8729,True,False,False,False,False
168,06_01_2021_18_30_47,5,4,Apple,75,112,143,176,58,-85,1622587163770,1622587165929,1622587169942,1622587180183,0,0,0,4013,6172,2159,16413,True,False,False,False,False
169,06_02_2021_15_59_32,5,0,Stapler,70,159,95,322,253,241,0,0,0,1622664376782,0,0,0,4237,7715,0,61869,False,False,False,False,False
170,06_02_2021_15_59_32,5,1,Measuring tape,160,295,243,383,39,-159,1622664406683,1622664410288,1622664417933,1622664422972,0,0,0,7645,11250,3605,16289,True,False,False,False,False
171,06_02_2021_15_59_32,5,2,Dish Soap - RDM,39,272,133,327,312,15,1622664431823,1622664436462,1622664442775,1622664447939,0,0,0,6313,10952,4639,16116,True,False,False,False,False
172,06_02_2021_15_59_32,5,3,pump,112,310,136,383,30,-125,1622664464249,1622664467855,1622664472406,1622664475555,0,0,0,4551,8157,3606,11306,True,False,False,False,False
173,06_02_2021_15_59_32,5,4,Hand Sanitizer - UR,114,50,214,293,59,-186,1622664481633,1622664484418,1622664487533,1622664490673,0,0,0,3115,5900,2785,9040,True,False,False,False,False
174,06_01_2021_16_43_45,4,0,Speakers,203,300,287,380,476,77,1622580910320,1622580899436,1622580906219,1622580911380,0,0,0,0,-1622580910320,3240,1060,True,False,False,False,False
175,06_01_2021_16_43_45,4,1,Shoes,109,99,366,311,116,-168,1622580929954,1622580933833,1622580938210,1622580943169,0,0,0,4377,8256,3879,13215,True,False,False,False,False
176,06_01_2021_16_43_45,4,2,Apple,128,322,190,382,128,-199,1622580949856,1622580952836,1622580956437,1622580961329,0,0,0,3601,6581,2980,11473,True,False,False,False,False
177,06_01_2021_16_43_45,4,3,T-shirt,82,150,212,302,-5,-172,1622580967920,1622580969801,1622580973235,1622580975851,0,0,0,3434,5315,1881,7931,True,False,False,False,False
178,06_01_2021_18_30_47,4,0,glass case,237,3,362,178,-41,-107,1622587230031,1622587234378,1622587237806,1622587241554,0,0,0,3428,7775,4347,11523,True,False,False,False,False
179,06_01_2021_18_30_47,4,1,laddle,205,70,246,185,46,-131,1622587247151,1622587250371,1622587254854,1622587259006,0,0,0,4483,7703,3220,11855,True,False,False,False,False
180,06_01_2021_18_30_47,4,2,Small water bottle - RDM,121,274,232,370,20,-177,1622587265523,1622587268138,1622587271638,1622587275140,0,0,0,3500,6115,2615,9617,True,False,False,False,False
181,06_01_2021_18_30_47,4,3,orange,119,250,177,305,-9,-201,1622587283959,1622587286197,1622587290228,1622587292631,0,0,0,4031,6269,2238,8672,True,False,False,False,False
182,06_02_2021_15_59_32,3,0,car keys,211,225,334,297,111,-96,1622664525044,1622664527854,1622664531684,1622664545457,0,0,1,3830,6640,2810,20413,True,True,False,False,False
183,06_02_2021_15_59_32,3,1,Large water bottle - RDM,85,40,162,135,63,-132,1622664554243,1622664557289,1622664560540,1622664563507,0,0,0,3251,6297,3046,9264,True,False,False,False,False
184,06_02_2021_15_59_32,3,2,cigar,150,216,174,268,86,-84,1622664568821,1622664571078,1622664573824,1622664576491,0,0,0,2746,5003,2257,7670,True,False,False,False,False
185,06_01_2021_16_43_45,3,0,Travel mugs - RDM,98,156,190,332,86,-171,1622581023922,1622581037125,1622581040916,1622581044702,1,0,0,3791,16994,13203,20780,True,False,False,True,False
186,06_01_2021_16_43_45,3,1,medicine box - UR,153,312,244,384,10,-148,1622581057383,1622581060867,1622581064169,1622581066746,0,0,0,3302,6786,3484,9363,True,False,False,False,False
187,06_01_2021_16_43_45,3,2,Hand Sanitizer - RDM,154,195,199,279,57,-171,1622581072000,1622581074201,1622581077735,1622581088419,0,0,1,3534,5735,2201,16419,True,True,False,False,False
188,06_01_2021_18_30_47,3,0,cigar,101,162,208,343,281,161,1622587324044,1622587328653,0,1622587333305,0,0,0,-1622587328653,-1622587324044,4609,9261,False,False,False,False,False
189,06_01_2021_18_30_47,3,1,Coffee cup - RDM,119,81,276,178,252,140,1622587368256,1622587358560,1622587365303,1622587369301,1,0,0,0,-1622587368256,12642,1045,True,False,False,False,False
190,06_01_2021_18_30_47,3,2,glass case,124,169,229,346,82,-121,1622587377415,1622587381296,1622587386854,1622587389504,0,0,0,5558,9439,3881,12089,True,False,False,False,False
191,06_02_2021_15_59_32,4,0,Flash light,85,235,227,367,46,-172,1622664606049,1622664611030,1622664613854,1622664617140,0,0,0,2824,7805,4981,11091,True,False,False,False,False
192,06_02_2021_15_59_32,4,1,duster,190,211,298,310,59,-76,1622664622589,1622664626139,1622664629507,1622664632407,0,0,0,3368,6918,3550,9818,True,False,False,False,False
193,06_02_2021_15_59_32,4,2,Travel mugs - UR,24,169,165,277,59,-165,1622664638273,1622664649241,1622664652622,1622664655091,1,0,0,3381,14349,10968,16818,True,False,True,False,False
194,06_02_2021_15_59_32,4,3,T-shirt,118,235,222,301,-11,-122,1622664661227,1622664663641,1622664666989,1622664669464,0,0,0,3348,5762,2414,8237,True,False,False,False,False
195,06_01_2021_16_43_45,2,0,Mouse,37,187,102,265,42,-206,1622581119276,1622581122613,1622581127170,1622581130775,0,0,0,4557,7894,3337,11499,True,False,False,False,False
196,06_01_2021_16_43_45,2,1,Hand Sanitizer - UR,121,252,243,317,187,-161,1622581136706,1622581138570,1622581141953,1622581145193,0,0,0,3383,5247,1864,8487,True,False,False,False,False
197,06_01_2021_18_30_47,3,0,tape,110,350,191,384,347,-191,1622587416452,1622587423023,1622587432138,1622587436590,0,0,0,9115,15686,6571,20138,True,False,False,False,False
198,06_01_2021_18_30_47,3,1,Large water bottle - RDM,209,206,271,354,65,-66,1622587447068,1622587450573,1622587455239,1622587461933,0,0,0,4666,8171,3505,14865,True,False,False,False,False
199,06_01_2021_18_30_47,3,2,Mugs - UR,127,282,243,379,121,-187,1622587470303,1622587491904,1622587495572,1622587502435,1,0,0,3668,25269,21601,32132,True,False,False,False,False
200,06_02_2021_15_59_32,4,0,Coffee cup - UR,34,132,151,220,34,-110,1622664697247,1622664700988,1622664704374,1622664706855,0,0,0,3386,7127,3741,9608,True,False,False,False,False
201,06_02_2021_15_59_32,4,1,car keys,215,354,279,384,60,-170,1622664714775,1622664718475,1622664721788,1622664737589,0,0,1,3313,7013,3700,22814,True,True,False,False,False
202,06_02_2021_15_59_32,4,2,paint roller,25,42,75,107,52,-153,1622664745147,1622664748640,1622664753506,1622664756658,0,0,0,4866,8359,3493,11511,True,False,False,False,False
203,06_02_2021_15_59_32,4,3,Towel,150,191,270,333,72,-155,1622664766711,1622664768504,1622664773173,1622664776625,0,0,0,4669,6462,1793,9914,True,False,False,False,False
204,06_01_2021_16_43_45,4,0,airpods,188,321,236,368,55,-133,1622581196225,1622581199277,1622581203053,1622581206810,0,0,0,3776,6828,3052,10585,True,False,False,False,False
205,06_01_2021_16_43_45,4,1,Drill,169,177,284,331,53,-167,1622581211834,1622581214959,1622581218904,1622581223154,0,0,0,3945,7070,3125,11320,True,False,False,False,False
206,06_01_2021_16_43_45,4,2,Coffee cup - UR,3,222,115,306,-19,-230,1622581231702,1622581233733,1622581237235,1622581240436,0,0,0,3502,5533,2031,8734,True,False,False,False,False
207,06_01_2021_16_43_45,4,3,coffee pod,194,143,250,192,74,-151,1622581247162,1622581249069,1622581254891,1622581258904,0,0,0,5822,7729,1907,11742,True,False,False,False,False
208,06_01_2021_18_30_47,1,0,T-shirt,109,225,226,368,480,141,1622587519440,1622587530203,1622587533874,1622587538606,1,0,0,3671,14434,10763,19166,True,False,False,True,False
209,06_02_2021_15_59_32,2,0,Apple,144,61,214,128,70,-118,1622664801979,1622664804620,1622664807918,1622664810439,0,0,0,3298,5939,2641,8460,True,False,False,False,False
210,06_02_2021_15_59_32,2,1,tripod,196,239,251,384,140,-106,1622664814532,1622664816698,1622664820024,1622664824056,0,0,0,3326,5492,2166,9524,True,False,False,False,False
211,06_01_2021_16_43_45,2,0,clamps,190,311,257,373,55,-120,1622581323078,1622581326584,1622581329520,1622581337303,0,0,1,2936,6442,3506,14225,True,True,False,False,False
212,06_01_2021_16_43_45,2,1,Large water bottle - RDM,154,240,214,308,65,-116,1622581343029,1622581344759,1622581347926,1622581354470,0,0,0,3167,4897,1730,11441,True,False,False,False,False
213,06_01_2021_18_30_47,3,0,Headphone,240,140,294,235,80,-168,1622587579661,1622587582715,1622587586040,1622587592011,0,0,0,3325,6379,3054,12350,True,False,False,False,False
214,06_01_2021_18_30_47,3,1,Dish Soap - UR,30,161,230,226,-53,-118,1622587602805,1622587606444,1622587610441,1622587614013,0,0,0,3997,7636,3639,11208,True,False,False,False,False
215,06_01_2021_18_30_47,3,2,paint roller,96,291,158,364,13,-92,1622587627217,1622587629095,1622587632724,1622587635477,0,0,0,3629,5507,1878,8260,True,False,False,False,False
216,06_02_2021_15_59_32,3,0,airpods,154,236,199,286,66,-85,1622664854909,1622664858993,1622664861622,1622664864340,0,0,0,2629,6713,4084,9431,True,False,False,False,False
217,06_02_2021_15_59_32,3,1,white out,218,173,304,217,105,-23,1622664871103,1622664874479,1622664877153,1622664879774,0,0,0,2674,6050,3376,8671,True,False,False,False,False
218,06_02_2021_15_59_32,3,2,medicine box - UR,56,213,150,281,69,-132,1622664888356,1622664890374,1622664893025,1622664894772,0,0,0,2651,4669,2018,6416,True,False,False,False,False
219,06_01_2021_16_43_45,3,0,tape,83,22,168,112,29,-140,1622581380031,1622581382857,1622581386620,1622581391751,0,0,0,3763,6589,2826,11720,True,False,False,False,False
220,06_01_2021_16_43_45,3,1,medicine box - RDM,156,87,247,164,15,-121,1622581397592,1622581400617,1622581403920,1622581406703,0,0,0,3303,6328,3025,9111,True,False,False,False,False
221,06_01_2021_16_43_45,3,2,Lotion Bottles - RDM,156,144,234,347,68,-99,1622581412986,1622581414691,1622581419220,1622581422803,0,0,0,4529,6234,1705,9817,True,False,False,False,False
222,06_01_2021_18_30_47,4,0,Towel,159,95,364,348,123,-38,1622587684860,1622587692689,1622587698325,1622587702042,1,0,0,5636,13465,7829,17182,True,False,False,False,False
223,06_01_2021_18_30_47,4,1,screw driver,131,115,170,228,17,-89,1622587715858,1622587720303,1622587724842,1622587729140,0,0,0,4539,8984,4445,13282,True,False,False,False,False
224,06_01_2021_18_30_47,4,2,airpods,36,189,80,232,-20,-12,1622587737550,1622587740382,1622587747389,1622587749806,0,0,0,7007,9839,2832,12256,True,False,False,False,False
225,06_01_2021_18_30_47,4,3,white out,151,254,227,321,-57,-56,1622587755768,1622587757854,1622587762307,1622587772322,0,0,1,4453,6539,2086,16554,True,True,False,False,False
226,06_02_2021_15_59_32,5,0,cans - RDM,20,1,93,72,218,17,1622664943528,1622664946836,1622664950357,1622664952508,0,0,0,3521,6829,3308,8980,True,False,False,False,False
227,06_02_2021_15_59_32,5,1,Stapler,83,216,161,362,63,-165,1622664962196,1622664965879,1622664970157,1622664974664,0,0,0,4278,7961,3683,12468,True,False,False,False,False
228,06_02_2021_15_59_32,5,2,airpods,115,319,159,368,70,-119,1622664992470,1622664995214,1622664998243,1622665001372,0,0,0,3029,5773,2744,8902,True,False,False,False,False
229,06_02_2021_15_59_32,5,3,Measuring tape,117,240,213,336,57,-116,1622665006055,1622665008902,1622665011409,1622665014875,0,0,0,2507,5354,2847,8820,True,False,False,False,False
230,06_02_2021_15_59_32,5,4,Shoes,71,153,308,264,43,-93,1622665020754,1622665022764,1622665026392,1622665029675,0,0,0,3628,5638,2010,8921,True,False,False,False,False
